date,city,PM2_5,PM10,O3,NO2,SO2,temperature,AQI
2023-06-30,北京,78.6,129.9,54.9,42.0,9.7,35.0,116.0
2023-06-30,上海,74.6,119.0,44.0,30.2,19.6,35.0,107.0
2023-06-30,广州,62.4,110.9,96.6,37.0,9.7,35.0,114.0
2023-06-30,深圳,68.4,99.5,88.9,49.2,14.3,35.0,118.0
2023-06-30,杭州,79.2,130.0,80.7,24.8,21.5,35.0,127.0
2023-06-30,成都,79.6,126.3,70.9,44.8,6.0,35.0,124.0
2023-06-30,武汉,55.0,100.6,76.5,38.1,13.6,35.0,97.0
2023-06-30,西安,61.0,103.9,47.3,33.6,11.0,35.0,92.0
2023-06-30,南京,52.4,89.8,91.1,23.9,12.7,35.0,99.0
2023-06-30,重庆,40.2,66.9,102.3,9.3,16.1,35.0,89.0
2023-07-01,北京,39.1,53.5,74.1,29.7,8.0,35.0,77.0
2023-07-01,上海,84.9,141.5,79.2,20.6,11.7,35.0,134.0
2023-07-01,广州,55.2,95.8,59.8,52.8,9.3,35.0,90.0
2023-07-01,深圳,79.3,129.4,72.9,25.0,26.6,35.0,124.0
2023-07-01,杭州,76.8,129.7,109.9,31.7,2.8,35.0,136.0
2023-07-01,成都,43.9,82.4,71.7,31.3,12.9,35.0,81.0
2023-07-01,武汉,9.9,30.6,101.3,39.9,10.6,35.0,52.0
2023-07-01,西安,59.3,97.2,67.3,47.2,14.7,35.0,98.0
2023-07-01,南京,,203.4,54.1,58.0,15.9,35.0,176.0
2023-07-01,重庆,52.9,91.0,58.7,27.6,14.1,35.0,87.0
2023-07-02,北京,48.5,85.9,53.6,49.5,14.1,35.0,80.0
2023-07-02,上海,55.3,98.1,74.2,37.8,12.4,35.0,96.0
2023-07-02,广州,89.8,152.1,82.5,48.4,13.4,35.0,141.0
2023-07-02,深圳,27.9,55.3,35.3,15.8,10.9,35.0,48.0
2023-07-02,杭州,88.8,136.3,109.9,19.9,1.5,35.0,151.0
2023-07-02,成都,42.2,71.1,,28.8,16.5,35.0,80.0
2023-07-02,武汉,43.3,74.0,76.4,49.5,11.6,35.0,83.0
2023-07-02,西安,49.4,91.1,88.0,18.8,19.3,35.0,94.0
2023-07-02,南京,45.0,81.4,57.7,36.1,-4.1,35.0,77.0
2023-07-02,重庆,53.3,88.6,55.4,47.4,11.9,35.0,86.0
2023-07-03,北京,52.0,97.1,61.2,34.7,12.8,35.0,87.0
2023-07-03,上海,52.5,91.2,66.6,42.2,9.4,35.0,90.0
2023-07-03,广州,57.5,101.7,45.8,33.0,15.5,35.0,87.0
2023-07-03,深圳,46.4,86.2,49.2,50.1,14.9,35.0,75.0
2023-07-03,杭州,36.4,66.9,65.3,20.5,12.4,35.0,70.0
2023-07-03,成都,65.6,103.4,33.2,33.8,21.7,35.0,92.0
2023-07-03,武汉,57.2,102.0,82.0,59.1,10.7,35.0,101.0
2023-07-03,西安,62.1,113.0,73.7,48.6,19.7,35.0,104.0
2023-07-03,南京,46.4,81.5,27.3,38.1,10.1,35.0,67.0
2023-07-03,重庆,92.7,153.5,82.1,29.4,13.9,35.0,144.0
2023-07-04,北京,69.0,121.6,78.9,35.3,3.1,35.0,114.0
2023-07-04,上海,54.0,82.3,78.1,31.2,5.4,35.0,96.0
2023-07-04,广州,45.8,75.7,40.2,37.2,18.3,35.0,71.0
2023-07-04,深圳,66.4,114.5,91.2,46.1,9.9,35.0,116.0
2023-07-04,杭州,71.3,120.8,85.2,40.4,3.8,35.0,120.0
2023-07-04,成都,65.9,101.2,52.4,50.8,6.2,35.0,100.0
2023-07-04,武汉,74.0,122.1,43.4,38.7,12.2,35.0,106.0
2023-07-04,西安,71.7,106.8,71.3,32.1,9.4,35.0,115.0
2023-07-04,南京,73.2,118.9,74.4,31.2,26.0,35.0,118.0
2023-07-04,重庆,74.5,126.1,75.0,40.2,17.1,35.0,119.0
2023-07-05,北京,69.2,117.1,96.0,39.4,15.4,35.0,121.0
2023-07-05,上海,29.7,62.8,79.0,56.2,12.2,35.0,67.0
2023-07-05,广州,20.8,40.2,34.8,23.2,7.8,35.0,39.0
2023-07-05,深圳,19.5,44.8,64.1,44.7,9.3,35.0,49.0
2023-07-05,杭州,79.0,127.1,80.6,25.3,18.5,35.0,127.0
2023-07-05,成都,74.0,119.9,77.1,53.0,28.9,35.0,120.0
2023-07-05,武汉,43.4,78.2,50.1,25.7,20.8,35.0,72.0
2023-07-05,西安,61.4,97.7,52.0,24.9,12.7,35.0,94.0
2023-07-05,南京,38.7,72.2,44.8,32.5,13.9,35.0,64.0
2023-07-05,重庆,70.0,118.6,44.4,35.7,14.3,35.0,102.0
2023-07-06,北京,48.0,64.0,81.3,35.1,14.1,34.9,90.0
2023-07-06,上海,74.1,128.5,71.6,38.1,13.4,34.9,118.0
2023-07-06,广州,72.0,121.8,75.3,35.7,9.0,34.9,117.0
2023-07-06,深圳,55.9,88.5,46.7,26.2,5.7,34.9,86.0
2023-07-06,杭州,28.0,57.0,58.9,30.1,17.6,34.9,57.0
2023-07-06,成都,50.0,75.4,94.5,32.2,11.6,34.9,98.0
2023-07-06,武汉,11.4,33.2,70.9,29.5,16.7,34.9,42.0
2023-07-06,西安,75.7,128.6,72.5,35.9,12.1,34.9,120.0
2023-07-06,南京,84.4,140.3,92.2,42.3,5.7,34.9,138.0
2023-07-06,重庆,38.6,75.2,44.7,54.6,11.0,34.9,64.0
2023-07-07,北京,27.2,57.4,86.3,30.2,8.1,34.9,67.0
2023-07-07,上海,28.9,48.4,75.9,26.9,-2.5,34.9,65.0
2023-07-07,广州,61.9,106.0,90.6,27.8,7.4,34.9,111.0
2023-07-07,深圳,85.5,130.0,68.3,41.7,13.2,34.9,130.0
2023-07-07,杭州,74.8,120.9,77.9,27.1,7.4,34.9,121.0
2023-07-07,成都,41.1,73.4,86.8,58.8,12.6,34.9,84.0
2023-07-07,武汉,75.0,119.0,76.6,50.7,16.0,34.9,121.0
2023-07-07,西安,76.4,129.3,,35.3,12.9,34.9,108.0
2023-07-07,南京,30.8,52.9,100.1,25.5,7.8,34.9,77.0
2023-07-07,重庆,30.6,55.2,103.3,31.8,20.4,34.9,78.0
2023-07-08,北京,19.2,39.6,77.1,19.0,16.2,34.9,54.0
2023-07-08,上海,49.4,82.9,55.5,35.5,6.9,34.9,81.0
2023-07-08,广州,,73.7,42.1,26.6,12.4,34.9,67.0
2023-07-08,深圳,66.3,113.3,51.7,41.4,16.3,34.9,100.0
2023-07-08,杭州,88.3,144.9,69.6,34.6,14.7,34.9,134.0
2023-07-08,成都,91.5,148.7,80.5,34.3,8.4,34.9,142.0
2023-07-08,武汉,26.3,56.2,67.0,30.3,7.0,34.9,58.0
2023-07-08,西安,61.2,106.3,57.3,45.8,15.9,34.9,96.0
2023-07-08,南京,38.2,66.3,59.4,41.0,8.0,34.9,70.0
2023-07-08,重庆,39.5,69.5,66.0,39.8,5.3,34.9,74.0
2023-07-09,北京,56.8,89.8,23.8,29.8,11.5,34.8,78.0
2023-07-09,上海,65.0,107.3,64.0,9.5,7.7,34.8,104.0
2023-07-09,广州,79.2,126.9,79.6,41.9,19.5,34.8,127.0
2023-07-09,深圳,70.9,103.1,68.0,43.4,14.6,34.8,112.0
2023-07-09,杭州,47.3,85.3,92.1,45.0,16.4,34.8,94.0
2023-07-09,成都,49.0,84.5,62.5,30.7,12.2,34.8,84.0
2023-07-09,武汉,36.5,63.1,87.5,35.6,12.8,34.8,79.0
2023-07-09,西安,37.0,66.5,50.6,15.8,16.6,34.8,65.0
2023-07-09,南京,79.8,126.2,84.8,37.6,12.6,34.8,130.0
2023-07-09,重庆,71.6,126.2,62.1,43.7,13.9,34.8,111.0
2023-07-10,北京,67.3,111.0,87.0,33.2,15.6,34.8,116.0
2023-07-10,上海,44.1,78.8,85.4,60.4,15.8,34.8,87.0
2023-07-10,广州,47.3,79.6,58.9,50.8,8.3,34.8,80.0
2023-07-10,深圳,24.3,37.2,72.2,22.7,8.4,34.8,58.0
2023-07-10,杭州,31.4,54.5,117.8,49.3,13.6,34.8,85.0
2023-07-10,成都,47.5,78.3,52.4,41.1,15.1,34.8,78.0
2023-07-10,武汉,,61.6,82.9,31.7,7.1,34.8,75.0
2023-07-10,西安,38.4,61.0,81.7,36.3,10.6,34.8,79.0
2023-07-10,南京,75.5,126.6,52.7,32.4,19.8,34.8,112.0
2023-07-10,重庆,,105.5,65.1,40.6,12.8,34.8,99.0
2023-07-11,北京,58.4,92.3,81.6,50.6,9.6,34.7,103.0
2023-07-11,上海,67.5,119.0,74.9,41.8,8.6,34.7,111.0
2023-07-11,广州,57.7,99.4,64.5,52.8,10.6,34.7,95.0
2023-07-11,深圳,21.8,31.7,69.9,34.1,9.9,34.7,54.0
2023-07-11,杭州,51.6,91.1,35.2,55.9,3.9,34.7,76.0
2023-07-11,成都,69.2,112.7,58.5,36.6,11.7,34.7,106.0
2023-07-11,武汉,18.2,41.0,31.8,31.2,15.1,34.7,35.0
2023-07-11,西安,53.6,94.7,34.2,43.9,22.0,34.7,78.0
2023-07-11,南京,54.6,92.7,124.9,32.9,9.4,34.7,115.0
2023-07-11,重庆,,114.7,73.3,42.2,18.0,34.7,111.0
2023-07-12,北京,42.8,71.4,67.1,52.4,6.7,34.7,78.0
2023-07-12,上海,60.2,97.0,54.3,-1.8,13.9,34.7,94.0
2023-07-12,广州,36.8,74.5,68.1,34.7,14.1,34.7,71.0
2023-07-12,深圳,68.9,111.3,74.9,45.5,15.8,34.7,113.0
2023-07-12,杭州,22.7,46.6,107.7,34.8,9.1,34.7,70.0
2023-07-12,成都,42.3,77.4,42.7,57.8,10.1,34.7,68.0
2023-07-12,武汉,57.9,99.2,62.5,51.1,6.4,34.7,94.0
2023-07-12,西安,58.0,99.8,67.8,37.2,10.6,34.7,97.0
2023-07-12,南京,52.6,88.0,76.6,39.3,5.3,34.7,94.0
2023-07-12,重庆,68.2,103.9,66.8,32.6,15.1,34.7,109.0
2023-07-13,北京,57.2,93.6,69.2,12.1,10.0,34.6,96.0
2023-07-13,上海,73.4,118.0,56.3,33.3,12.0,34.6,111.0
2023-07-13,广州,67.2,117.5,48.9,25.3,22.1,34.6,100.0
2023-07-13,深圳,21.9,39.5,69.1,16.6,8.3,34.6,54.0
2023-07-13,杭州,36.4,61.6,84.7,44.6,12.6,34.6,78.0
2023-07-13,成都,81.7,131.6,82.8,38.9,14.6,34.6,131.0
2023-07-13,武汉,55.0,93.0,46.8,52.6,14.2,34.6,85.0
2023-07-13,西安,83.0,130.3,83.4,23.4,16.8,34.6,133.0
2023-07-13,南京,27.9,51.6,80.6,53.6,5.5,34.6,66.0
2023-07-13,重庆,76.0,120.1,49.2,37.7,12.8,34.6,111.0
2023-07-14,北京,33.1,58.7,64.7,26.1,12.0,34.5,66.0
2023-07-14,上海,41.5,68.1,59.0,34.0,8.9,34.5,73.0
2023-07-14,广州,99.4,165.2,70.8,48.0,16.3,34.5,148.0
2023-07-14,深圳,38.1,62.8,57.4,35.1,1.2,34.5,69.0
2023-07-14,杭州,53.3,87.2,64.5,34.6,6.9,34.5,90.0
2023-07-14,成都,45.4,73.3,97.2,27.7,6.1,34.5,93.0
2023-07-14,武汉,19.8,39.4,62.5,44.9,7.9,34.5,49.0
2023-07-14,西安,99.7,163.9,49.3,16.1,15.5,34.5,139.0
2023-07-14,南京,48.2,82.7,60.3,28.6,16.1,34.5,82.0
2023-07-14,重庆,,57.3,78.9,30.8,15.4,34.5,72.0
2023-07-15,北京,58.7,96.9,40.8,33.0,7.4,34.5,87.0
2023-07-15,上海,45.6,82.3,71.6,60.4,11.0,34.5,83.0
2023-07-15,广州,69.6,109.4,68.4,52.9,14.4,34.5,111.0
2023-07-15,深圳,4.1,11.6,90.3,26.3,16.9,34.5,41.0
2023-07-15,杭州,47.0,82.5,73.6,52.4,3.9,34.5,86.0
2023-07-15,成都,85.8,133.1,103.3,32.1,14.4,34.5,144.0
2023-07-15,武汉,75.3,132.6,70.0,34.2,12.9,34.5,118.0
2023-07-15,西安,,108.8,84.5,31.7,2.8,34.5,106.0
2023-07-15,南京,62.6,108.8,57.7,40.6,12.6,34.5,98.0
2023-07-15,重庆,42.3,77.6,121.7,21.5,7.0,34.5,99.0
2023-07-16,北京,41.8,73.3,77.6,27.6,9.7,34.4,81.0
2023-07-16,上海,51.0,83.8,111.9,36.1,14.0,34.4,106.0
2023-07-16,广州,45.4,87.0,76.2,41.0,13.9,34.4,85.0
2023-07-16,深圳,47.7,72.9,72.4,15.2,15.8,34.4,86.0
2023-07-16,杭州,59.0,102.6,53.6,20.5,6.5,34.4,92.0
2023-07-16,成都,35.0,59.8,97.7,34.7,6.3,34.4,81.0
2023-07-16,武汉,68.8,118.1,,41.7,11.6,34.4,94.0
2023-07-16,西安,49.7,82.5,100.3,26.2,11.0,34.4,100.0
2023-07-16,南京,31.9,55.2,68.6,39.0,13.0,34.4,66.0
2023-07-16,重庆,50.7,90.3,69.2,26.2,15.4,34.4,89.0
2023-07-17,北京,24.8,53.2,105.2,31.3,7.2,34.3,72.0
2023-07-17,上海,51.3,85.1,59.2,57.6,15.7,34.3,85.0
2023-07-17,广州,62.8,100.0,62.4,49.8,8.9,34.3,100.0
2023-07-17,深圳,62.5,106.7,71.2,47.9,14.8,34.3,103.0
2023-07-17,杭州,19.7,32.9,78.3,49.1,7.3,34.3,55.0
2023-07-17,成都,50.0,87.9,61.3,30.7,13.8,34.3,85.0
2023-07-17,武汉,32.3,57.2,70.3,40.9,13.4,34.3,67.0
2023-07-17,西安,60.5,104.9,114.4,32.2,5.6,34.3,118.0
2023-07-17,南京,47.7,84.7,84.8,23.6,13.6,34.3,91.0
2023-07-17,重庆,40.5,73.2,101.3,46.9,5.7,34.3,89.0
2023-07-18,北京,32.0,60.9,72.8,29.0,22.0,34.2,68.0
2023-07-18,上海,100.8,170.0,92.1,44.9,21.3,34.2,158.0
2023-07-18,广州,26.4,42.5,64.2,46.7,13.8,34.2,57.0
2023-07-18,深圳,56.0,89.2,81.0,25.6,16.2,34.2,100.0
2023-07-18,杭州,69.2,110.7,68.7,15.5,7.2,34.2,111.0
2023-07-18,成都,81.4,131.8,62.4,42.7,6.0,34.2,123.0
2023-07-18,武汉,70.8,108.8,40.9,27.6,7.0,34.2,101.0
2023-07-18,西安,50.2,77.1,128.1,45.3,13.7,34.2,111.0
2023-07-18,南京,43.4,72.3,57.9,33.6,18.3,34.2,75.0
2023-07-18,重庆,38.5,75.7,117.9,26.4,11.5,34.2,93.0
2023-07-19,北京,95.7,155.4,74.4,30.4,10.5,34.1,145.0
2023-07-19,上海,43.7,71.4,56.0,35.4,14.5,34.1,75.0
2023-07-19,广州,57.1,97.4,69.9,25.2,20.2,34.1,96.0
2023-07-19,深圳,51.6,84.6,46.1,47.7,15.7,34.1,80.0
2023-07-19,杭州,26.1,44.2,78.2,30.0,13.3,34.1,63.0
2023-07-19,成都,23.2,46.7,93.9,36.0,13.8,34.1,65.0
2023-07-19,武汉,,111.1,59.2,27.1,19.8,34.1,102.0
2023-07-19,西安,78.6,126.3,89.8,32.6,14.0,34.1,130.0
2023-07-19,南京,54.5,97.0,81.1,25.9,22.0,34.1,98.0
2023-07-19,重庆,40.3,71.4,61.4,23.2,13.6,34.1,73.0
2023-07-20,北京,59.4,101.0,48.0,19.7,7.6,34.0,90.0
2023-07-20,上海,64.5,106.8,25.2,44.0,13.1,34.0,87.0
2023-07-20,广州,47.1,73.6,29.1,39.1,6.5,34.0,68.0
2023-07-20,深圳,67.5,109.7,47.3,52.3,16.9,34.0,100.0
2023-07-20,杭州,24.0,40.2,36.9,37.3,12.3,34.0,44.0
2023-07-20,成都,26.4,35.4,21.4,38.4,21.1,34.0,40.0
2023-07-20,武汉,30.7,60.5,68.7,18.3,13.5,34.0,64.0
2023-07-20,西安,42.8,74.4,,40.2,15.5,34.0,76.0
2023-07-20,南京,40.1,64.8,101.5,14.6,14.1,34.0,89.0
2023-07-20,重庆,38.1,54.2,40.9,23.4,13.1,34.0,62.0
2023-07-21,北京,66.6,112.9,127.9,29.2,22.0,33.9,131.0
2023-07-21,上海,75.4,117.8,46.0,33.9,16.6,33.9,109.0
2023-07-21,广州,73.6,117.3,79.4,23.1,13.9,33.9,120.0
2023-07-21,深圳,,88.4,49.2,35.1,5.3,33.9,88.0
2023-07-21,杭州,59.9,97.1,66.7,45.3,8.0,33.9,99.0
2023-07-21,成都,27.1,43.5,65.1,39.2,21.9,33.9,59.0
2023-07-21,武汉,65.8,110.2,101.1,39.1,9.6,33.9,119.0
2023-07-21,西安,58.9,105.1,38.0,44.5,0.5,33.9,86.0
2023-07-21,南京,47.5,83.2,73.6,20.7,15.8,33.9,86.0
2023-07-21,重庆,44.6,70.1,85.1,55.8,16.6,33.9,88.0
2023-07-22,北京,23.8,49.5,49.0,43.5,9.7,33.8,48.0
2023-07-22,上海,27.8,60.6,79.1,22.8,10.8,33.8,65.0
2023-07-22,广州,53.7,85.8,77.9,38.9,13.8,33.8,96.0
2023-07-22,深圳,81.3,132.0,47.9,37.2,13.0,33.8,117.0
2023-07-22,杭州,43.3,69.6,51.6,29.3,12.8,33.8,73.0
2023-07-22,成都,40.5,80.4,,48.8,25.0,33.8,75.0
2023-07-22,武汉,,78.1,97.2,43.0,12.1,33.8,96.0
2023-07-22,西安,35.9,60.8,,45.4,16.9,33.8,66.0
2023-07-22,南京,38.7,66.6,70.4,25.5,16.7,33.8,75.0
2023-07-22,重庆,51.8,85.8,71.8,31.3,3.6,33.8,91.0
2023-07-23,北京,61.5,96.1,80.6,30.3,20.5,33.6,106.0
2023-07-23,上海,46.0,82.6,76.7,22.6,15.2,33.6,86.0
2023-07-23,广州,6.3,32.8,45.4,13.3,14.5,33.6,26.0
2023-07-23,深圳,31.3,55.1,70.2,47.8,10.4,33.6,66.0
2023-07-23,杭州,42.5,71.9,68.2,38.8,5.4,33.6,78.0
2023-07-23,成都,60.1,98.8,105.3,28.1,10.3,33.6,114.0
2023-07-23,武汉,81.1,130.3,43.9,30.1,5.8,33.6,115.0
2023-07-23,西安,27.5,52.9,103.2,43.5,22.3,33.6,74.0
2023-07-23,南京,50.4,88.3,95.0,34.4,10.1,33.6,98.0
2023-07-23,重庆,39.4,80.4,69.0,51.5,18.0,33.6,75.0
2023-07-24,北京,30.6,51.8,92.0,31.5,11.4,33.5,74.0
2023-07-24,上海,51.5,94.4,77.6,38.7,5.8,33.5,93.0
2023-07-24,广州,16.3,32.0,121.1,27.7,7.1,33.5,68.0
2023-07-24,深圳,54.9,91.6,72.5,43.3,9.8,33.5,95.0
2023-07-24,杭州,-3.6,4.5,62.5,46.7,4.3,33.5,21.0
2023-07-24,成都,23.0,35.5,49.2,51.0,7.5,33.5,47.0
2023-07-24,武汉,76.1,133.9,61.6,31.3,4.0,33.5,116.0
2023-07-24,西安,71.6,113.8,65.7,30.9,17.3,33.5,112.0
2023-07-24,南京,46.2,74.4,96.3,22.8,15.7,33.5,94.0
2023-07-24,重庆,63.2,109.9,74.9,35.5,8.5,33.5,106.0
2023-07-25,北京,47.3,82.2,96.5,37.1,12.9,33.4,95.0
2023-07-25,上海,61.8,102.9,84.4,42.6,10.0,33.4,108.0
2023-07-25,广州,,96.0,74.6,43.2,7.0,33.4,103.0
2023-07-25,深圳,61.1,104.6,77.3,44.8,15.9,33.4,104.0
2023-07-25,杭州,10.0,29.7,38.8,45.4,15.7,33.4,28.0
2023-07-25,成都,59.9,96.5,60.2,41.2,5.7,33.4,96.0
2023-07-25,武汉,40.6,82.2,71.8,18.3,3.1,33.4,77.0
2023-07-25,西安,36.7,68.3,88.4,48.2,15.0,33.4,79.0
2023-07-25,南京,45.9,80.5,85.2,13.4,30.5,33.4,89.0
2023-07-25,重庆,11.2,37.6,57.8,20.8,18.8,33.4,37.0
2023-07-26,北京,,81.1,98.9,18.6,16.5,33.2,99.0
2023-07-26,上海,69.7,113.0,36.6,52.1,10.4,33.2,98.0
2023-07-26,广州,,122.3,47.7,54.3,8.7,33.2,112.0
2023-07-26,深圳,51.1,83.1,77.6,32.5,13.1,33.2,92.0
2023-07-26,杭州,,77.3,105.5,45.6,9.3,33.2,98.0
2023-07-26,成都,,79.0,53.5,53.3,18.9,33.2,78.0
2023-07-26,武汉,61.0,97.8,70.0,32.1,11.2,33.2,101.0
2023-07-26,西安,4.2,19.2,75.7,51.1,13.1,33.2,35.0
2023-07-26,南京,36.9,61.6,87.9,45.3,9.7,33.2,79.0
2023-07-26,重庆,83.7,128.6,81.4,47.3,7.5,33.2,133.0
2023-07-27,北京,56.4,94.7,76.4,53.0,14.5,33.1,98.0
2023-07-27,上海,57.7,96.3,76.9,37.1,3.6,33.1,100.0
2023-07-27,广州,32.3,61.1,88.7,36.9,18.9,33.1,74.0
2023-07-27,深圳,38.8,60.8,53.9,34.9,13.4,33.1,68.0
2023-07-27,杭州,,84.4,103.4,39.4,16.4,33.1,99.0
2023-07-27,成都,93.3,147.0,86.0,20.1,6.4,33.1,146.0
2023-07-27,武汉,46.2,77.1,70.0,38.6,9.8,33.1,83.0
2023-07-27,西安,47.7,86.9,82.5,48.1,12.4,33.1,90.0
2023-07-27,南京,26.2,48.9,76.4,40.5,9.0,33.1,62.0
2023-07-27,重庆,59.2,101.3,64.3,31.9,13.7,33.1,97.0
2023-07-28,北京,35.2,65.4,98.8,13.5,8.1,33.0,82.0
2023-07-28,上海,47.0,83.4,77.9,55.5,12.6,33.0,88.0
2023-07-28,广州,37.1,79.2,39.1,37.1,18.5,33.0,60.0
2023-07-28,深圳,39.1,77.0,71.5,56.4,15.4,33.0,76.0
2023-07-28,杭州,47.4,82.9,28.1,35.7,8.6,33.0,68.0
2023-07-28,成都,54.1,95.5,72.1,30.5,18.1,33.0,94.0
2023-07-28,武汉,43.0,68.0,99.7,44.4,10.4,33.0,91.0
2023-07-28,西安,40.8,70.5,60.1,13.2,11.3,33.0,73.0
2023-07-28,南京,44.3,70.1,50.2,51.4,8.3,33.0,73.0
2023-07-28,重庆,60.8,102.3,80.7,34.4,15.1,33.0,105.0
2023-07-29,北京,66.4,110.7,90.7,36.5,19.2,32.8,116.0
2023-07-29,上海,22.6,56.0,100.7,27.0,5.8,32.8,67.0
2023-07-29,广州,28.5,52.2,79.3,14.8,10.9,32.8,66.0
2023-07-29,深圳,56.9,92.2,84.4,32.3,1.3,32.8,102.0
2023-07-29,杭州,56.8,87.3,66.6,24.0,17.8,32.8,95.0
2023-07-29,成都,44.6,79.8,99.8,22.4,4.9,32.8,93.0
2023-07-29,武汉,51.6,91.0,76.5,56.0,10.2,32.8,93.0
2023-07-29,西安,70.3,113.9,81.1,41.3,15.1,32.8,117.0
2023-07-29,南京,44.4,75.6,77.5,26.0,11.9,32.8,84.0
2023-07-29,重庆,37.2,60.5,47.9,47.2,7.7,32.8,64.0
2023-07-30,北京,46.3,78.1,76.5,19.5,10.3,32.6,86.0
2023-07-30,上海,56.7,110.3,79.5,33.6,17.0,32.6,100.0
2023-07-30,广州,56.6,89.6,51.8,54.7,10.9,32.6,89.0
2023-07-30,深圳,22.5,43.8,74.0,44.3,14.5,32.6,57.0
2023-07-30,杭州,34.2,64.7,55.8,37.1,3.3,32.6,63.0
2023-07-30,成都,43.9,77.9,25.8,24.9,18.2,32.6,63.0
2023-07-30,武汉,67.9,108.3,85.2,26.0,4.5,32.6,116.0
2023-07-30,西安,16.6,29.8,30.2,55.2,4.5,32.6,32.0
2023-07-30,南京,,114.8,81.0,27.7,13.3,32.6,110.0
2023-07-30,重庆,27.6,56.1,69.9,43.1,7.7,32.6,61.0
2023-07-31,北京,64.9,106.4,57.2,25.3,12.3,32.5,101.0
2023-07-31,上海,41.8,68.4,,25.2,15.8,32.5,61.0
2023-07-31,广州,52.6,88.2,92.6,25.4,7.3,32.5,100.0
2023-07-31,深圳,33.3,61.9,,17.3,0.6,32.5,66.0
2023-07-31,杭州,51.4,84.0,91.5,22.2,7.3,32.5,98.0
2023-07-31,成都,34.2,55.8,83.3,14.4,22.0,32.5,74.0
2023-07-31,武汉,53.3,93.8,102.3,20.8,10.3,32.5,105.0
2023-07-31,西安,59.2,94.6,89.5,20.6,18.0,32.5,107.0
2023-07-31,南京,46.2,83.1,59.9,25.6,10.6,32.5,79.0
2023-07-31,重庆,42.6,66.2,59.7,23.0,14.5,32.5,75.0
2023-08-01,北京,37.4,66.5,68.3,15.3,15.7,32.3,72.0
2023-08-01,上海,39.9,69.0,63.0,34.9,12.2,32.3,73.0
2023-08-01,广州,72.0,125.4,54.3,12.5,15.6,32.3,108.0
2023-08-01,深圳,79.0,123.3,81.3,27.7,13.6,32.3,127.0
2023-08-01,杭州,24.5,44.5,95.9,22.7,7.9,32.3,68.0
2023-08-01,成都,45.4,80.6,85.0,34.1,15.2,32.3,88.0
2023-08-01,武汉,58.0,95.9,76.2,64.1,12.9,32.3,100.0
2023-08-01,西安,49.2,83.0,96.1,24.6,18.1,32.3,97.0
2023-08-01,南京,,141.1,110.0,43.9,2.4,32.3,151.0
2023-08-01,重庆,43.8,74.1,92.6,30.3,13.4,32.3,90.0
2023-08-02,北京,,79.4,59.5,20.9,11.5,32.1,79.0
2023-08-02,上海,25.7,48.3,87.9,27.3,24.5,32.1,66.0
2023-08-02,广州,73.3,120.0,62.9,21.6,6.7,32.1,113.0
2023-08-02,深圳,30.6,56.0,103.4,44.1,16.7,32.1,78.0
2023-08-02,杭州,30.5,56.3,80.0,39.2,7.4,32.1,69.0
2023-08-02,成都,40.9,65.5,72.3,42.5,5.3,32.1,78.0
2023-08-02,武汉,70.8,115.3,56.1,52.0,1.9,32.1,107.0
2023-08-02,西安,65.9,109.4,75.1,39.9,10.5,32.1,109.0
2023-08-02,南京,29.6,58.0,74.1,38.8,8.1,32.1,65.0
2023-08-02,重庆,52.4,77.4,100.1,46.1,31.2,32.1,103.0
2023-08-03,北京,68.3,107.6,93.2,53.8,13.9,32.0,119.0
2023-08-03,上海,47.0,75.0,75.6,45.6,13.8,32.0,87.0
2023-08-03,广州,47.0,84.6,59.0,46.3,15.1,32.0,80.0
2023-08-03,深圳,57.3,93.9,95.8,32.3,3.3,32.0,107.0
2023-08-03,杭州,53.4,87.6,82.0,50.4,13.1,32.0,97.0
2023-08-03,成都,28.5,50.2,100.6,30.0,8.1,32.0,74.0
2023-08-03,武汉,83.6,132.4,86.3,5.6,10.7,32.0,135.0
2023-08-03,西安,41.9,77.9,83.0,31.7,19.8,32.0,83.0
2023-08-03,南京,69.5,120.6,48.6,70.1,17.0,32.0,103.0
2023-08-03,重庆,63.2,103.6,79.0,32.5,15.9,32.0,107.0
2023-08-04,北京,,70.5,32.3,26.1,21.9,31.8,56.0
2023-08-04,上海,59.9,91.6,72.8,21.3,3.7,31.8,101.0
2023-08-04,广州,28.4,57.5,44.2,28.1,3.1,31.8,52.0
2023-08-04,深圳,49.9,88.2,66.9,33.9,12.9,31.8,87.0
2023-08-04,杭州,60.1,96.6,80.6,23.1,16.6,31.8,104.0
2023-08-04,成都,56.0,102.2,61.6,17.3,5.9,31.8,92.0
2023-08-04,武汉,41.0,72.8,83.5,20.3,10.7,31.8,83.0
2023-08-04,西安,53.7,85.5,51.7,26.1,14.2,31.8,85.0
2023-08-04,南京,33.6,56.6,106.1,37.3,8.2,31.8,83.0
2023-08-04,重庆,34.4,63.0,73.2,27.2,16.2,31.8,71.0
2023-08-05,北京,39.1,63.6,83.9,31.2,14.9,31.6,80.0
2023-08-05,上海,57.0,102.9,68.9,39.9,9.9,31.6,96.0
2023-08-05,广州,30.3,57.7,100.7,46.4,13.3,31.6,77.0
2023-08-05,深圳,62.9,97.2,55.6,22.2,1.3,31.6,98.0
2023-08-05,杭州,27.0,46.7,42.0,33.0,7.3,31.6,49.0
